linea,frase,corpus,menu,status,items,unknown,needs_review,fail_safe,tiempo_ms
1146,lo mismo de ayer 8 eso,adversarial_2k,demo,needs_clarification,[],"[""lo mismo de ayer""]",True,True,0.754
1147,* una docena de la que tiene pollo,adversarial_2k,demo,needs_clarification,[],"[""12 la que tiene pollo""]",True,True,0.953
1148,* quince refresco,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 15}]",[],False,False,0.543
1149,* 1 pizzaa de jamon y queso,adversarial_2k,demo,needs_clarification,[],"[""1 pizzaa de jamon y queso""]",True,True,0.818
1150,* 15 pizzaa hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 15}]",[],False,False,0.593
1151,* 60 cocacola cola,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 60}]",[],False,False,0.791
1152,lo mismo de ayer 8 hbogruesaa + 2333x burgger + 1 cocacola + x7 hamburgesa doble carne + diez pizza + 7 habasurguesa doble pollo mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2355}, {""product"": ""Coca Cola"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 10}]","[""lo mismo de ayer""]",False,False,4.37
1153,lo mismo de ayer 8 refrescoaa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 8}]","[""lo mismo de ayer""]",False,False,1.323
1154,* 10x cocacola cola,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 10}]",[],False,False,0.428
1155,* 15 lo mismoaa,adversarial_2k,demo,needs_clarification,[],"[""15 lo mismoaa""]",True,True,0.58
1156,* x7 pizza mexicana para llevar,adversarial_2k,demo,needs_clarification,[],"[""x7 pizza mexicana para llevar""]",True,True,0.668
1157,lo mismo de ayer 8 tacos aparte 12123 hbogruesa aparte una ensaalada césar aparte siete la que tiene pollo aparte x12 tacos porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}, {""product"": ""Ensalada César"", ""quantity"": 1}]","[""lo mismo de ayer"", ""8 tacos"", ""siete la que tiene pollo"", ""x12 tacos porfa""]",False,False,2.674
1158,lo mismo de ayer cuatro piza ademas 1 habassuurguuesa ddoble p ademas 60 tacos ademas 777x hamburguesa mega porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 777}]","[""lo mismo de ayer"", ""1 habassuurguuesa ddoble p"", ""60 tacos""]",True,False,2.454
1159,lo mismo de ayer diez pizza mexicana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}]","[""lo mismo de ayer""]",True,False,1.18
1160,lo mismo de ayer doce hbogruuesa y aparte 5 la que tiene pollo y aparte 777 colaa y aparte 10 hamburgesa clasica y aparte x12 hhbogruessa porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 34}, {""product"": ""Coca Cola"", ""quantity"": 777}]","[""lo mismo de ayer"", ""aparte"", ""5 la que tiene pollo"", ""aparte"", ""aparte"", ""aparte""]",False,False,4.422
1161,lo mismo de ayer dos cola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}]","[""lo mismo de ayer""]",False,False,1.12
1162,* 3 piza hawaianna ...,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 3}]",[],False,False,0.636
1163,lo mismo de ayer quince tacos 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""lo mismo de ayer"", ""quince tacos""]",True,True,1.747
1164,lo mismo de ayer una docena de agua mineral con 10 hamburguesa doble pollo con 4x pizza de jamon y queso para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]","[""lo mismo de ayer"", ""4x pizza de jamon y queso para llevar""]",False,False,2.78
1165,lo mismo de ayer unos cuantos burger ademas doce pizza hawaiana ademas 4 soda ademas 10 pizzaa margarita (),adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Pizza Margarita"", ""quantity"": 10}]",[],False,False,2.113
1166,lo mismo de ayer x60 ensalada césar * 2333 hbogruesa mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 60}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]","[""lo mismo de ayer""]",False,False,1.508
1167,me pones 1 hamburgesa doble carne | 15 hamburguesa doble pollo porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 16}]","[""me pones""]",False,False,1.552
1168,me pones 1 papas fritas luego 12 pizza ranchera luego 15 pizza margarita luego 5 piza hawaiana luego 4 burger luego 12123 hamburgesa ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 27}, {""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12127}]","[""me pones"", ""1 papas fritas""]",True,False,2.58
1169,me pones 1 piza hawaiana * 60 agua mineral * 8 habasurguesa doble pollo * 7x la mega * quince agua mineral * 2 burger porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Agua Mineral"", ""quantity"": 75}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]","[""me pones"", ""7x la mega""]",False,False,2.548
1170,me pones 1 piza margarita ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]","[""me pones""]",False,False,0.799
1171,me pones 1 pizzza  hawaianaa y 7 algo rico y 777 haamburguesa doble pollo y x3 burgeraa sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 780}]","[""me pones"", ""7 algo rico""]",False,False,2.768
1172,me pones 10 gaseosa * 1 pizza margarrita * x15 burger * 7x hamburguesa clasica,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 10}, {""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 22}]","[""me pones""]",False,False,1.7
1173,me pones 10 pizza * 777 coca cola * 2333x pizzaa ranchera * 12 ensalada césar * 60x lo mismo * 12 lo mismo sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 777}, {""product"": ""Ensalada César"", ""quantity"": 12}]","[""me pones"", ""2333x pizzaa ranchera"", ""60x lo mismo"", ""12 lo mismo sin cebolla""]",False,False,3.051
1174,"me pones 10 pizzahawaiana , 4 pizaa hawaiana , 777 piza hawaiana gracias",adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 791}]","[""me pones""]",False,False,2.345
1175,me pones 10 ppizzahawaiana ademas siete soda ademas 1 hamburguesa doble pollo ademas 10 pizza ademas 10 cocacolacola ademas 2 piza margarita sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 20}, {""product"": ""Coca Cola"", ""quantity"": 17}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""me pones""]",False,False,3.311
1176,me pones 12123 la que tiene pollo aparte 3 refresco aparte 12123 combo familiar aparte 7 pizzza mexicana aparte un par de cervvezza aparte 7 hhammburguesa mega sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]","[""me pones"", ""12123 la que tiene pollo"", ""12123 combo familiar"", ""7 piza mexicana"", ""2 cervvezza""]",False,False,4.92
1177,me pones 12123 pizza mexicana ; 2 pizzahawaiana ; 8 ensalada cesar ; 12123 habasurguesa doble pollo ; 2333 laa mega (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 12123}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}]","[""me pones"", ""2333 laa mega""]",True,False,6.275
1178,me pones 12123x hamburguesa megaa 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}]","[""me pones""]",False,False,2.405
1179,me pones 12x cola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}]","[""me pones""]",False,False,1.482
1180,* 60x enssalaada  césar,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 60}]",[],False,False,0.942
1181,* x1 soda mañana,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,1.15
1182,"me pones 15 cocaacola , 1 pizza ranchera , 3x refresco , 2 habasurguesa doble pollo , 2x ensalada cesar , 15 tacos",adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 18}, {""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""me pones"", ""15 tacos""]",True,False,3.415
1183,me pones 15 esoaa 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""me pones"", ""15 esoaa""]",True,True,1.159
1184,me pones 15 tacos | una hamburguesa mega | unos cuantos cerveza | x15 hbogruesa | x3 pizza de jamon y queso sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 16}]","[""me pones"", ""15 tacos"", ""x3 pizza de jamon y queso sin cebolla""]",False,False,5.386
1185,me pones 2 coccacola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}]","[""me pones""]",False,False,2.018
1186,* 5 la que tiene pollo,adversarial_2k,demo,needs_clarification,[],"[""5 la que tiene pollo""]",True,True,1.314
1187,* 8x cerveza para llevar,adversarial_2k,demo,needs_clarification,[],"[""8x cerveza para llevar""]",True,True,0.986
1188,me pones 2 colaa con 4 refresco con 3x pizza marggarita con 12 piza hawaiana con x1 hamburguesa clasica con 15 burger sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 6}, {""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 16}]","[""me pones""]",False,False,3.326
1189,me pones 2 haamburguesa & 15 cocacolaa & 5 cola & 15 piza hawaiana (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 20}, {""product"": ""Pizza Hawaiana"", ""quantity"": 15}]","[""me pones""]",False,False,1.92
1190,me pones 2 pizza mexicana * 10x hbogruesa * 12x papas fritas * x10 hamburgesa clasica * 1 haamburguessaa dooble cca * doce papas ffritas ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 21}]","[""me pones"", ""12x papas fritas"", ""doce papas ffritas""]",True,False,7.12
1191,me pones 2 soda ademas un par de refresco ademas 777 cocaacola ademas 2 cocacola ademas 7 cocaa cola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 790}]","[""me pones""]",False,False,5.426
1192,me pones 2333 cocaa cola tambien quiero 60x pizzaa tambien quiero 4 habasurguesa doble pollo tambien quiero 15 piza hawaiana tambien quiero x3 la mega porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2333}, {""product"": ""Pizza Margarita"", ""quantity"": 60}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Pizza Hawaiana"", ""quantity"": 15}]","[""me pones"", ""x3 la mega porfa""]",True,False,4.879
1193,me pones 2333 ensalada cesar sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2333}]","[""me pones""]",False,False,1.997
1194,me pones 2333 haamburguesa doble pollo y 1 cocaa cola y tres lo mismo y quince hamburguesa mega y 12 pizzaa hawaiana y 5 coca cola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2348}, {""product"": ""Coca Cola"", ""quantity"": 6}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}]","[""me pones"", ""tres lo mismo""]",False,False,5.416
1195,me pones 2333 la mega,adversarial_2k,demo,needs_clarification,[],"[""me pones"", ""2333 la mega""]",True,True,1.266
1196,* 1 ensalada cesar,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 1}]",[],False,False,0.529
1197,* 2 pizza hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],False,False,0.49
1198,* quince piza hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 15}]",[],False,False,0.538
1199,* 2 hbogruesa gracias,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.712
1200,me pones 2333 soda,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2333}]","[""me pones""]",False,False,1.007
1201,* quince soda sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 15}]",[],False,False,0.704
1202,me pones 2x la que tiene pollo + 2333 refresco + 777 hamburgesa clasica + 3 ttacos + x2 agua mineral + 10 hamburguesa mega gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2333}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 787}, {""product"": ""Agua Mineral"", ""quantity"": 2}]","[""me pones"", ""2x la que tiene pollo"", ""3 ttacos""]",False,False,3.027
1203,me pones 3 hamburguesa & x777 aalgo rico & 2333 hamburguesa doble pollo & 4 ccocaacola & 8 agua mineral (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2336}, {""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Agua Mineral"", ""quantity"": 8}]","[""me pones"", ""x777 aalgo rico""]",False,False,2.363
1204,me pones 3 papas fritas,adversarial_2k,demo,needs_clarification,[],"[""me pones"", ""3 papas fritas""]",True,True,0.972
1205,* 2 cooca colla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 2}]",[],False,False,0.444
1206,* 60 gaseosa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 60}]",[],False,False,0.427
1207,* 10 pizza de jamon y queso,adversarial_2k,demo,needs_clarification,[],"[""10 pizza de jamon y queso""]",True,True,0.596
1208,* 60 refresco,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 60}]",[],False,False,0.421
1209,* dos pizza margarita mañana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],False,False,0.501
1210,me pones 3x pizzza rraannchera + x2 pizza ranchera gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""me pones"", ""3x piza rraannchera""]",True,False,1.431
1211,me pones 4 cocacola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}]","[""me pones""]",False,False,0.674
1212,* 2 pizaa hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],False,False,0.401
1213,* x2 piza hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],False,False,0.377
1214,* 12123 gaseosa para llevar,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 12123}]",[],False,False,0.611
1215,me pones 4 hbogruesa aparte 1 la que tiene pollo aparte 1 sodaa aparte 4 refrescoaa aparte 1 piza hawaiana (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Coca Cola"", ""quantity"": 5}, {""product"": ""Pizza Hawaiana"", ""quantity"": 1}]","[""me pones"", ""1 la que tiene pollo""]",False,False,2.006
1216,me pones 4 refresco,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}]","[""me pones""]",False,False,0.79
1217,* 7 gaseosa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 7}]",[],False,False,0.414
1218,* unos cuantos pizzaahawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}]",[],False,False,0.576
1219,* 7 gaaseosa mañana,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 7}]",[],False,False,0.559
1220,me pones 4 tacos aparte 5 gaseosa aparte 2333 cocacola aparte x1 pizza hawaiana aparte 12 soda aparte 3 pizza de jamon y queso ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2350}, {""product"": ""Pizza Hawaiana"", ""quantity"": 1}]","[""me pones"", ""4 tacos"", ""3 pizza de jamon y queso""]",False,False,2.859
1221,me pones 5 hamburguesa doble pollo luego x12123 pizaa hawaiana luego 7 piza luego 5 la mega para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}, {""product"": ""Pizza Margarita"", ""quantity"": 7}]","[""me pones"", ""5 la mega para llevar""]",True,False,3.051
1222,me pones 5 hamburguesa doble pollo y 3x ensalada césar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}, {""product"": ""Ensalada César"", ""quantity"": 3}]","[""me pones""]",False,False,1.241
1223,me pones 5 piza hawaiana con 4 cola gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Coca Cola"", ""quantity"": 4}]","[""me pones""]",False,False,1.185
1224,me pones 5 pizzaa de jamon y queso | 4 haamburguesa doble pollo | x1 cervezaa | 7 hamburguesa | x3 piza hawaiana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 11}, {""product"": ""Pizza Hawaiana"", ""quantity"": 3}]","[""me pones"", ""5 pizzaa de jamon y queso"", ""x1 cervezaa""]",False,False,2.292
1225,me pones 5 soda ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 5}]","[""me pones""]",False,False,0.77
1226,me pones 5x la mega + 15 eso gracias,adversarial_2k,demo,needs_clarification,[],"[""me pones"", ""5x la mega"", ""15 eso gracias""]",True,True,1.215
1227,me pones 60 burger porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 60}]","[""me pones""]",False,False,0.595
1228,me pones 60 hamburguesa doble pollo,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 60}]","[""me pones""]",False,False,0.875
1229,* 10 pizza dee jjaamoonn y que,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}]","[""que""]",True,False,0.859
1230,* 2 pizaa hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],False,False,0.394
1231,* unos cuantos pizza,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]",[],True,False,0.499
1232,* dos refresco,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 2}]",[],False,False,0.428
1233,* x10 piza para llevar,adversarial_2k,demo,needs_clarification,[],"[""x10 piza para llevar""]",True,True,0.541
1234,me pones 60 pizzzahawaiianna ademas 2x cocaacola porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 60}, {""product"": ""Coca Cola"", ""quantity"": 2}]","[""me pones""]",False,False,1.315
1235,"me pones 777 algo rico , 12123x cocacola porfa",adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12123}]","[""me pones"", ""777 algo rico""]",False,False,1.072
1236,me pones 777 cocacoola ; 5 ensalada cesar ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 777}, {""product"": ""Ensalada César"", ""quantity"": 5}]","[""me pones""]",False,False,1.116
1237,me pones 777 hamburguesa * 777 agua mineral * 12123 hambburguesaa * 2 habasurguesa doble pollo * 3 burgeraa * 7 haamburguesa doble pollo mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12912}, {""product"": ""Agua Mineral"", ""quantity"": 777}]","[""me pones""]",False,False,2.634
1238,me pones 777 tacos para llevar,adversarial_2k,demo,needs_clarification,[],"[""me pones"", ""777 tacos para llevar""]",True,True,0.884
1239,"me pones 8 ensalada cesar , 12x hamburgesa clasica , una aguaa minerral , 10 ensalada césar sin cebolla",adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 18}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Agua Mineral"", ""quantity"": 1}]","[""me pones""]",False,False,1.765
1240,me pones 8 ensalada cesar e 7 colaa e 2333 la mega ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 8}, {""product"": ""Coca Cola"", ""quantity"": 7}]","[""me pones"", ""2333 la mega""]",False,False,1.245
1241,me pones 8 eso & 3x la que tiene pollo & 12 hamburgesa clasica & 10 pizzaa margarita & 777 hamburguesa mega & 2 pizza mexicana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 789}, {""product"": ""Pizza Margarita"", ""quantity"": 12}]","[""me pones"", ""3x la que tiene pollo""]",True,False,2.316
1242,me pones 8 pizzza hawaiana ademas 2 hamburguesa  mega ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""me pones""]",False,False,1.339
1243,me pones 8x pizzaa mexicana e 8 la mega e 3 coca colla ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 3}]","[""me pones"", ""8x pizzaa mexicana"", ""8 la mega""]",False,False,1.398
1244,me pones cinco gaseosa & 12123x agua mineral & 60 agua mineral (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 5}, {""product"": ""Agua Mineral"", ""quantity"": 12183}]","[""me pones""]",False,False,1.297
1245,me pones cuatro hbogruesa tambien quiero 10 combo familiar tambien quiero x10 hamburguesa doble carne tambien quiero 60 colaa tambien quiero una docena de ensalada cesar tambien quiero 2333 hamburgesa clasica mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2347}, {""product"": ""Coca Cola"", ""quantity"": 60}, {""product"": ""Ensalada César"", ""quantity"": 12}]","[""me pones"", ""10 combo familiar""]",False,False,3.06
1246,me pones doce ennsalada céssar | 2333 pizza ranchera | 1 hhammburguesa clasiica 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 12}, {""product"": ""Pizza Margarita"", ""quantity"": 2333}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""me pones""]",True,False,1.726
1247,me pones un par de ensalada cesar ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2}]","[""me pones""]",False,False,0.746
1248,me pones una docena de pizzaa ranchera,adversarial_2k,demo,needs_clarification,[],"[""me pones"", ""12 pizzaa ranchera""]",True,True,0.932
1249,* 7 coca cola,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 7}]",[],False,False,0.347
1250,* tres hamburguesa clasica ???,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]",[],False,False,0.398
1251,me pones unos cuantos pizahawaiana + x4 cerveza + dos hbogruesa + 5 papas fritas (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""x4 cerveza"", ""5 papas fritas""]",False,False,1.731
1252,me pones x1 haamburgesa clasica mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""me pones""]",False,False,0.868
1253,me pones x12 hbboogruesa * 8 ensaladaa césarr * 2 piza de jamon y queso * 3 papas fritas para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 8}]","[""me pones"", ""2 piza de jamon y queso"", ""3 papas fritas para llevar""]",False,False,2.6
1254,me pones x2 pizza mexicana luego 1 cerveza luego 2 pizza mexicaana luego 1 papas fritas luego 2 piza ranchera luego 2333 hamburguesa doble pollo 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]","[""me pones"", ""1 cerveza"", ""1 papas fritas"", ""2 piza ranchera""]",True,False,3.006
1255,"me pones x2 tacos , 7 hamburgesa clasica , cuatro ensalada cesar , 2 piza hawaiana , 8 lo missmoo gracias",adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 7}, {""product"": ""Ensalada César"", ""quantity"": 4}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}]","[""me pones"", ""x2 tacos"", ""8 lo missmoo gracias""]",False,False,2.268
1256,me pones x60 combo familiar * 777 hamburguesa mega,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 777}]","[""me pones"", ""x60 combo familiar""]",False,False,1.91
1257,me pones x777 gaseosa | 4x pizza hawaiana | 60 habasurguesa doble pollo | 12x hamburguesa doble carne | x60 soda,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 837}, {""product"": ""Pizza Hawaiana"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 72}]","[""me pones""]",False,False,4.061
1258,media docena de margaritas,adversarial_2k,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 6}]",[],False,False,0.816
1259,menu,adversarial_2k,demo,needs_clarification,[],"[""intención de menú""]",False,False,0.088
1260,menu 1 cocacola cola porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 1}]","[""menu""]",False,False,0.733
1261,"menu 1 colaa , 60 ggaseosa mañana",adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 61}]","[""menu""]",False,False,1.213
