linea,frase,menu,status,items,unknown,needs_review,fail_safe,user_intent,tiempo_ms
568,ponme 2 piza hawaiana + 4x hamburguesa doble carne + tres pizza hawaiana + 12 orden de aros de cebolla por favor,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]","[""12 orden de aros de cebolla por favor""]",False,False,,3.054
569,8 papas fritas y tres ensalada mixta y 12x quesadilla de queso y 3 ensalada césar,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 6}]","[""8 papas fritas"", ""12x quesadilla de queso y""]",False,False,,3.079
570,disculpa 6 hamburguesa doble carne; tres burrito de frijol; diez hamburgesa doble carne; tres pizza hawaiana gracias,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 19}, {""product"": ""Pizza Hawaiana"", ""quantity"": 3}]",[],False,False,,3.43
571,buen día 12x hamburguesa con queso para llevar,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]","[""buen dia""]",False,False,,1.996
572,tres nuggets de pollo,demo,needs_clarification,[],"[""tres nuggets de pollo""]",True,True,,1.585
573,ponme ocho ensalada césar para llevar,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 8}]",[],False,False,,2.627
574,"anoto: ocho limonada natural, 3 hamburguesa con queso",demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""anoto""]",False,False,,2.165
575,1 coca cola sin azúcar,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,,1.623
576,oye una nuggets de pollo además 2 hamburguesa hamburguesa doble pollo además x3 ensalada mixta además 10 café americano porfa,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 3}]","[""una nuggets de pollo"", ""10 cafe americano porfa""]",False,False,,4.863
577,10 ensalada césar,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 10}]",[],False,False,,1.498
578,tráeme un pizza ranchera | 1 café americano,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]","[""1 cafe americano""]",True,False,,2.835
579,te encargo 3 ensalada mixta aparte doce pizza margarita aparte un hamburguesa mega aparte 8 quesadilla de queso para llevar,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""te encargo"", ""8 quesadilla de queso para llevar""]",False,False,,4.772
580,me traes 1 agua embotellada aparte 2 café americano,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 1}]","[""me traes"", ""2 cafe americano""]",False,False,,1.991
581,buenas noches ocho hamburguesa hamburguesa con queso también 5 papas grandes plis,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""5 papas grandes plis""]",False,False,,1.713
582,deme 5 ensalada ensalada césar + 5 pizza de piza de jamón y queso + 5 torta de milanesa,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 5}]","[""5 pizza de piza de jamon y queso"", ""5 torta de milanesa""]",False,False,,3.584
583,para pedir un orden de aros de cebolla para aquí,demo,needs_clarification,[],"[""un orden de aros de cebolla para aqui""]",True,True,,2.106
584,deme 6 limonada natural también doce pizza mexicana también 2 coca cola también 2x ensalada césar por favor,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 6}, {""product"": ""Pizza Margarita"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 2}]",[],True,False,,2.552
585,un par de coca cola sin azúcar; 12 pizza pizza pepperoni,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 12}]",[],True,False,,1.342
586,tres pizza margarita porfa,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}]",[],False,False,,1.358
587,8 hamburgesa mega y 12 papas grandes y cuatro ensalada mixta,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}, {""product"": ""Ensalada César"", ""quantity"": 4}]","[""12 papas grandes""]",False,False,,2.213
588,anoto: 12 agua embotellada | 3 coca cola | 2 quesadilla de queso,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 3}]","[""anoto"", ""2 quesadilla de queso""]",False,False,,1.977
589,quisiera x3 torta de milanesa | 2 nuggets de pollo,demo,needs_clarification,[],"[""x3 torta de milanesa"", ""2 nuggets de pollo""]",True,True,,2.489
590,hola una docena de hamburguesa mega además una docena de pizza mexicana para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Pizza Margarita"", ""quantity"": 12}]",[],True,False,,2.079
591,hola buenas 3 hamburguesa doble carne + 5 burrito de frijol + 3 pizza de jamón y queso nomás,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""3 pizza de jamon y queso nomas""]",False,False,,3.393
592,oye 6 limonada natural aparte una hamburguesa mega aparte cuatro jugo de naranja aparte 4 pizza pepperoni plis,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 6}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 4}]","[""cuatro jugo de naranja""]",True,False,,2.523
593,diez café americano,demo,needs_clarification,[],"[""diez cafe americano""]",True,True,,1.572
594,qué tal 3 ensalada mixta plis,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 3}]","[""que tal""]",False,False,,2.299
595,quisiera x4 alitas de pollo y tres hamburgesa con queso y 2 pizza pizza pepperoni y x12 agua mineral para aquí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 12}]","[""x4 alitas de pollo y""]",True,False,,2.47
596,buen día dos papas fritas + 12 café americano + diez pizza de jamón y queso + diez torta de milanesa nomás,demo,needs_clarification,[],"[""buen dia"", ""dos papas fritas"", ""12 cafe americano"", ""diez pizza de jamon y queso"", ""diez torta de milanesa nomas""]",True,True,,3.835
597,oye tres pizza margarita + una hamburguesa clásica + 5 burrito de frijol + 5 coca cola nomás,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 6}, {""product"": ""Coca Cola"", ""quantity"": 5}]",[],False,False,,2.639
598,me pones 2 coca cola sin azúcar luego 1x agua mineral luego 2 tacos al pastor luego x3 orden de aros de cebolla nomás,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 1}]","[""me pones"", ""2 tacos al pastor"", ""x3 orden de aros de cebolla nomas""]",False,False,,2.949
599,tráeme dos café americano | una docena de coca cola sin azúcar please,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}]","[""dos cafe americano""]",False,False,,1.377
600,para pedir dos nuggets de pollo; un hot dog sencillo; 8 burrito de frijol porfa,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""dos nuggets de pollo"", ""un hot dog sencillo""]",False,False,,3.246
601,dame x6 coca cola sin azúcar plis,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 6}]",[],False,False,,0.898
602,"anoto: 4x papas grandes, una docena de alitas de pollo, 12 hamburguesa clásica",demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]","[""anoto"", ""4x papas grandes"", ""12 alitas de pollo""]",False,False,,2.176
603,10 té helado,demo,needs_clarification,[],"[""10 te helado""]",True,True,,0.961
604,mi pedido: un coca cola | 4 coca cola | ocho pizza hawaiana | ocho agua mineral,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 5}, {""product"": ""Pizza Hawaiana"", ""quantity"": 8}, {""product"": ""Agua Mineral"", ""quantity"": 8}]",[],False,False,,2.938
605,porfa una papas fritas aparte tres hamburguesa doble carne aparte 10 café americano plis,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""una papas fritas"", ""10 cafe americano plis""]",False,False,,3.036
606,porfa 6 quesadilla de queso además 8x agua mineral plis,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 8}]","[""6 quesadilla de queso""]",False,False,,1.627
607,3 orden de aros de cebolla,demo,needs_clarification,[],"[""3 orden de aros de cebolla""]",True,True,,1.168
608,buen día 2 hot dog sencillo por favor,demo,needs_clarification,[],"[""buen dia"", ""2 hot dog sencillo por favor""]",True,True,,2.93
609,4 hot dog sencillo también tres café americano también 8x tacos al pastor,demo,needs_clarification,[],"[""4 hot dog sencillo"", ""tres cafe americano"", ""8x tacos al pastor""]",True,True,,2.375
610,por favor 1 hamburguesa clásica luego 4 hamburguesa mega para aquí,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}]",[],False,False,,1.374
611,me pones 3x limonada natural para aquí,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 3}]","[""me pones""]",False,False,,3.263
612,6 hamburguesa con queso luego 1 café americano luego tres ensalada ensalada césar,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}, {""product"": ""Ensalada César"", ""quantity"": 3}]","[""1 cafe americano""]",False,False,,3.154
613,me gustaría 6 nuggets de pollo luego una coca cola,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 1}]","[""6 nuggets de pollo""]",False,False,,1.46
614,"6 orden de aros de cebolla, un par de café americano, seis jugo de naranja",demo,needs_clarification,[],"[""6 orden de aros de cebolla"", ""2 cafe americano"", ""seis jugo de naranja""]",True,True,,2.544
615,quisiera tres pizza mexicana nomás,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}]",[],True,False,,2.137
616,porfa 5 hamburguesa hamburguesa clásica y seis jugo de naranja y cinco tacos al pastor please,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}]","[""seis jugo de naranja y"", ""cinco tacos al pastor please""]",False,False,,2.038
617,1 hamburguesa mega,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,,0.826
618,te encargo 4 té helado please,demo,needs_clarification,[],"[""te encargo"", ""4 te helado please""]",True,True,,1.497
619,porfa 3 torta de milanesa | 10 ensalada mixta | tres hamburguesa hamburguesa clásica,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""3 torta de milanesa""]",False,False,,3.64
620,hola diez coca cola sin azúcar también 2 agua mineral también 4 pizza pizza hawaiana también 8 papas grandes nada más,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 10}, {""product"": ""Agua Mineral"", ""quantity"": 2}, {""product"": ""Pizza Hawaiana"", ""quantity"": 4}]","[""8 papas grandes nada mas""]",False,False,,3.464
621,quisiera 1 hamburguesa doble pollo y un hamburguesa con queso y 2 agua embotellada para comer ahí,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 2}]",[],False,False,,2.098
622,por favor 3 café americano luego 4 alitas de pollo luego 2 nuggets de pollo para llevar,demo,needs_clarification,[],"[""3 cafe americano"", ""4 alitas de pollo"", ""2 nuggets de pollo para llevar""]",True,True,,3.604
623,qué tal 3 hot dog sencillo please,demo,needs_clarification,[],"[""que tal"", ""3 hot dog sencillo please""]",True,True,,1.6
624,"oye 10 té helado, tres hot dog sencillo, un par de pizza pepperoni porfa",demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""10 te helado"", ""tres hot dog sencillo""]",True,False,,1.975
625,"12 nuggets de pollo, 12x limonada natural, ocho pizza pepperoni, 2 agua mineral",demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 14}, {""product"": ""Pizza Margarita"", ""quantity"": 8}]","[""12 nuggets de pollo""]",True,False,,2.73
626,oye x2 pizza de pizza de jamón y queso luego ocho papas grandes para comer ahí,demo,needs_clarification,[],"[""x2 pizza de pizza de jamon y queso"", ""ocho papas grandes para comer ahi""]",True,True,,2.054
627,hey 4 hamburguesa mega también 1 hamburguesa doble carne también 12 alitas de pollo también 2 papas grandes para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}]","[""hey"", ""12 alitas de pollo"", ""2 papas grandes para comer ahi""]",False,False,,3.335
628,"mi pedido: ocho torta de milanesa, 4 ensalada mixta, 2 pizza pizza margarita",demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 4}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""ocho torta de milanesa""]",False,False,,1.912
629,buenas noches 10x café americano; dos café americano,demo,needs_clarification,[],"[""10x cafe americano"", ""dos cafe americano""]",True,True,,3.364
630,buenas noches tres jugo de naranja para aquí,demo,needs_clarification,[],"[""tres jugo de naranja para aqui""]",True,True,,1.434
631,tráeme 1 pizza de jamón y queso luego 3 hamburguesa clásica please,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""1 pizza de jamon y queso""]",False,False,,1.569
632,diez agua mineral,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 10}]",[],False,False,,0.983
633,qué tal cuatro limonada natural; 3 orden de aros de cebolla; 6 ensalada ensalada mixta; 4 jugo de naranja please,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 4}, {""product"": ""Ensalada César"", ""quantity"": 6}]","[""que tal"", ""3 orden de aros de cebolla"", ""4 jugo de naranja please""]",False,False,,3.212
634,buenas noches cuatro hamburguesa doble carne además tres coca cola sin azúcar además doce papas grandes plis,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Coca Cola"", ""quantity"": 3}]","[""doce papas grandes plis""]",False,False,,2.336
635,buen día un par de pizza ranchera; un agua embotellada; x5 pizza pizza pepperoni; 8 ensalada mixta please,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 7}, {""product"": ""Agua Mineral"", ""quantity"": 1}, {""product"": ""Ensalada César"", ""quantity"": 8}]","[""buen dia""]",True,False,,2.924
636,doce papas grandes además 1 limonada natural además seis pizza ranchera además 3 pizza ranchera además dos limonada natural,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 9}]","[""doce papas grandes""]",True,False,,4.228
637,buenas tardes 10 ensalada ensalada césar aparte x5 tacos al pastor aparte 8 hamburgesa doble pollo nomás,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""x5 tacos al pastor""]",False,False,,1.973
638,tres hamburguesa clásica también tres orden de aros de cebolla para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""tres orden de aros de cebolla para comer ahi""]",False,False,,1.552
639,me das 4 agua embotellada please,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Agua Mineral"", ""quantity"": 4}]",[],True,False,,1.187
640,oye tres pizza de jamón y queso además 6 torta de milanesa para aquí,demo,needs_clarification,[],"[""tres pizza de jamon y queso"", ""6 torta de milanesa para aqui""]",True,True,,1.873
641,10 tacos al pastor | tres pizza pizza mexicana | 2x tacos al pastor,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}]","[""10 tacos al pastor"", ""2x tacos al pastor""]",True,False,,1.973
642,buenas noches diez alitas de pollo para comer ahí,demo,needs_clarification,[],"[""diez alitas de pollo para comer ahi""]",True,True,,1.517
643,dame dos agua embotellada + 6 pizza mexicana + 8 hamburguesa mega + cuatro limonada natural nomás,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 6}, {""product"": ""Pizza Margarita"", ""quantity"": 6}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]",[],True,False,,2.2
644,dame cinco pizza de jamón y queso también 2 agua embotellada también una docena de pizza ranchera también 4 jugo de naranja gracias,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 12}]","[""cinco pizza de jamon y queso"", ""4 jugo de naranja gracias""]",True,False,,3.181
645,tráeme 5 pizza pizza mexicana + un par de alitas de pollo + 2 pizza pizza ranchera,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 7}]","[""2 alitas de pollo""]",True,False,,2.117
646,"6 orden de aros de cebolla, 3 tacos al pastor para llevar",demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 3}]","[""6 orden de aros de cebolla""]",True,False,,2.225
647,necesito 1x pizza de jamón y queso | x1 pizza mexicana nada más,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]","[""1x pizza de jamon y queso""]",True,False,,2.706
648,"buenas tardes tres ensalada mixta, x1 hamburguesa hamburguesa doble carne porfa",demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,,1.909
649,oye cinco pizza de jamón y queso; tres quesadilla de queso; un par de pizza pizza pepperoni porfa,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""cinco pizza de jamon y queso"", ""tres quesadilla de queso""]",True,False,,2.092
650,oye un pizza pepperoni también 3 café americano para comer ahí,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]","[""3 cafe americano para comer ahi""]",True,False,,1.53
651,voy a querer 2 pizza margarita please,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],True,False,,1.26
652,4 jugo de naranja,demo,needs_clarification,[],"[""4 jugo de naranja""]",True,True,,1.595
653,mi pedido: tres coca cola | 8 ensalada césar | diez papas fritas | 2 ensalada ensalada césar,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 10}]","[""diez papas fritas""]",False,False,,2.58
654,doce coca cola además 1 hamburguesa hamburguesa doble pollo además 2 alitas de pollo,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""2 alitas de pollo""]",False,False,,1.839
655,5 pizza hawaiana luego 2 ensalada ensalada mixta luego dos hamburguesa hamburguesa doble pollo,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,,2.048
656,"mi pedido: x3 hamburguesa doble carne, 2x alitas de pollo, 4 hamburguesa hamburguesa doble pollo",demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]","[""2x alitas de pollo""]",False,False,,2.036
657,10x burrito de frijol,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]",[],False,False,,1.087
658,anoto: 8 burrito de frijol | 8 torta de milanesa | ocho tacos al pastor,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""anoto"", ""8 torta de milanesa"", ""ocho tacos al pastor""]",False,False,,2.799
659,8 hamburguesa hamburguesa con queso; 1x pizza pizza margarita; cuatro agua embotellada para llevar,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}, {""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Agua Mineral"", ""quantity"": 4}]",[],False,False,,1.891
660,ponme 8 pizza de jamón y queso para llevar,demo,needs_clarification,[],"[""8 pizza de jamon y queso para llevar""]",True,True,,1.166
661,te encargo 5 café americano luego 2 pizza pizza pepperoni luego tres hamburguesa con queso luego un agua embotellada nomás,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Agua Mineral"", ""quantity"": 1}]","[""te encargo"", ""5 cafe americano""]",True,False,,3.561
662,2x pizza pizza pepperoni también 3 pizza de pizza de jamón y queso también 3 piza hawaiana también doce hot dog sencillo,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Pizza Hawaiana"", ""quantity"": 3}]","[""3 pizza de pizza de jamon y queso"", ""doce hot dog sencillo""]",True,False,,2.424
663,4 quesadilla de queso + cuatro coca cola sin azúcar + 6 coca cola sin azúcar + dos hamburguesa mega plis,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""4 quesadilla de queso""]",False,False,,2.523
664,te encargo 10 pizza de jamón y queso además 1 hamburguesa mega además tres agua mineral,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Agua Mineral"", ""quantity"": 3}]","[""te encargo"", ""10 pizza de jamon y queso""]",False,False,,2.444
665,buenas noches 12x agua embotellada + 8 ensalada ensalada césar + 5 nuggets de pollo + 1 hamburguesa hamburgesa mega para comer ahí,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""5 nuggets de pollo""]",False,False,,2.782
666,un par de ensalada césar,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 2}]",[],False,False,,0.865
667,tráeme 12 limonada natural nada más,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 12}]",[],False,False,,1.16
668,una hot dog sencillo plis,demo,needs_clarification,[],"[""una hot dog sencillo plis""]",True,True,,2.149
669,por favor ocho coca cola plis,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 8}]",[],False,False,,1.116
670,buenos días 4 hamburguesa con queso también 12 hamburguesa clásica para comer ahí,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 16}]",[],False,False,,2.201
671,hola buenas diez pizza pizza margarita + seis jugo de naranja nada más,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}]","[""seis jugo de naranja nada mas""]",False,False,,1.47
672,deme 2 pizza ranchera aparte 2 alitas de pollo aparte 8 torta de milanesa aparte 3 hamburguesa hamburguesa clásica nomás,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""2 alitas de pollo"", ""8 torta de milanesa""]",True,False,,2.566
673,buen día x12 agua embotellada; cuatro pizza pepperoni; cuatro pizza de jamón y queso nada más,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Pizza Margarita"", ""quantity"": 4}]","[""buen dia"", ""cuatro pizza de jamon y queso nada mas""]",True,False,,2.457
674,"3 hot dog sencillo, 12 pizza de jamón y queso, dos hamburguesa clásica, seis tacos al pastor",demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""3 hot dog sencillo"", ""12 pizza de jamon y queso"", ""seis tacos al pastor""]",False,False,,2.533
675,voy a querer 4 té helado gracias,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""4 te helado gracias""]",True,False,,1.833
676,mi pedido: tres burrito de frijol | 3 nuggets de pollo,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""3 nuggets de pollo""]",False,False,,2.669
677,quisiera 3x tacos al pastor + x12 hamburguesa hamburguesa con queso porfa,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]","[""3x tacos al pastor""]",False,False,,1.936
678,deme 3 hot dog sencillo además tres coca cola además seis hamburguesa mega además 1 coca cola por favor,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]","[""3 hot dog sencillo""]",False,False,,2.07
679,tráeme dos hot dog sencillo y 5 nuggets de pollo y 5 pizza de jamón y queso,demo,needs_clarification,[],"[""dos hot dog sencillo"", ""5 nuggets de pollo y"", ""5 pizza de jamon y queso""]",True,True,,2.057
680,te encargo 4 pizza pizza margarita para comer ahí,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 4}]","[""te encargo""]",False,False,,1.401
681,3 tacos al pastor | diez pizza ranchera,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}]","[""3 tacos al pastor""]",True,False,,1.391
682,hey dos nuggets de pollo plis,demo,needs_clarification,[],"[""hey"", ""dos nuggets de pollo plis""]",True,True,,1.383
683,deme 3 pizza margarita | 5 hamburguesa clásica | 2 ensalada césar | dos agua embotellada para aquí,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 5}, {""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 2}]",[],False,False,,2.075
684,un par de té helado también 2 hot dog sencillo también 1 jugo de naranja también 5x quesadilla de queso nada más,demo,needs_clarification,[],"[""2 te helado"", ""2 hot dog sencillo"", ""1 jugo de naranja"", ""5x quesadilla de queso nada mas""]",True,True,,3.259
685,mi pedido: 12 nuggets de pollo | ocho tacos al pastor,demo,needs_clarification,[],"[""12 nuggets de pollo"", ""ocho tacos al pastor""]",True,True,,4.27
686,buenas noches 12 pizza ranchera aparte cinco burrito de frijol aparte dos té helado plis,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 5}]","[""dos te helado plis""]",True,False,,3.722
687,ocho alitas de pollo también 8 pizza de pizza de jamón y queso también 6 papas fritas también tres burrito de frijol también 8 burrito de frijol,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 11}]","[""ocho alitas de pollo"", ""8 pizza de pizza de jamon y queso"", ""6 papas fritas""]",False,False,,5.697
688,12 hamburguesa hamburguesa clásica,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]",[],False,False,,1.498
689,12x nuggets de pollo también cinco hamburguesa hamburguesa mega también 6 hamburguesa doble pollo también un hot dog sencillo,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 11}]","[""12x nuggets de pollo"", ""un hot dog sencillo""]",False,False,,3.214
690,me pones 3 pizza pizza pepperoni también seis jugo de naranja también 3 burrito de frijol please,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""me pones"", ""seis jugo de naranja""]",True,False,,2.353
691,me gustaría 2 burrito de frijol | un par de agua embotellada para llevar,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 2}]",[],False,False,,1.673
